Description,GroundTruth,Ratings,Review Date,Review Title,Site
"Not as good as expected. Bread was not fresh , tenderloin was not excellent, salad average. I think they need more to show.",negative,3,26-Jun-18,Dr,
"We chose this restaurant because  of the reviews.

Food was good
The decoration is nice
Seems to be popular among locals.

The mushroom soup was very good.
The steak wasn't  so digestabe  full of fat. 
some of the food was served cold.",positive,4,4-Apr-18,very good  but a few remarks,
"Akamatra is an amazingly nice restaurant in Larisa! Beautiful environment that catches the eye with a Hindi folklore touch! 
The salads were tasty. The liver was not tasty at all, and their glass of wine was of mediocre quality. 
The staff was very polite! We...More",negative,3,22-Mar-18,Must improve their dishes!,
"A very nice place with a very special decoration, so warm and with good taste. The food is very good, with a lot of choices, and the stuff is very friendly and kind. Extra bonus: it's a no smoking place!!! We went there two times...More",positive,5,23-Feb-18,You MUST visit it!!! ,
From my first review regarding AKAMATRA the owners have had a lot of job to the best!Great warm dishes wich they are changing every day and you never get bored!Beautiful decoration and very polite and fast service!YES i do recomment this restaurant to visit!,positive,5,28-Nov-17,AMAZING DISHES COOKED WITH LOVE!,
"As you enter the restaurant you can feel the cosy atmosphere of the place.
I loved the decoration and the garden. The food was really tasty and the waiters very kind. It`s the best choice for tourists who want to blend with the locals and...More",positive,5,20-Oct-17,A cosy restaurant with a garden,
Every time I go there I have been very satisfied with the quality of the food. The service is always very friendly and very good!!!,positive,5,2-Oct-17,Best quality!!!,
"Wine could be a little bit cooler.
Excellent service, food and environment.
Will come back for sure and it is a very good address.",positive,4,25-Jul-17,Excellent except....,
"We followed other users from Trip Advisor's advice and ate at this great place. 
Friendly staff, amazing food, quirky decor! We didn't have a starter and were glad about it as the portions are big! The food was delicious, we had a roast chicken salad,...More",positive,5,14-Jul-17,Quirky and great place,
Good variety of caribbean and south american food. Very nice back yard and atmospheric scenery. A must visit in Larisa.,positive,4,28-Jun-17,nice ethnik restaurant,
"We had a girls night out there and our dinner was really excellent. Well cooked, well served and we had some excellent wine!",positive,5,14-Jun-17,Great food,
Bad service. We ordered a specific white wine.We even pointed it at the menu. The waitress brought a red whine. She didn't even pay attention. The bottle we had to open ourselves. The food was average.,negative,1,1-Jun-17,No good service,
"in the middle of the buzz of Lofos Frourio, but still quiet and cosy this restaurant will make up for a good and fair value meal in a trendy atmosphere.",positive,5,17-Mar-17,"cosy, good food restaurant",
"A nice restaurant, good menus and service, in a pedestrian area of the old city, good atmosphere and a value for money option. Only negative think the limited menus.",positive,4,15-Mar-17,A Sweet place for all day needs,
Such a marvellous place! Really nice atmosphere and great food. Staff is really nice and prices are reasonable.,positive,5,20-Jan-17,excellent and beautiful,
"posh, eclectic, traditional all in one. Excellent food and environment, non smoking , must do a reservation most nights.",positive,5,20-Jan-17,"posh, eclectic, traditional",
Beautiful place! Really cosy atmosphere and great food. Staff are also really nice and prices reasonable.,positive,5,19-Nov-16,Beautiful restaurant ,
"Very nice atmosphere, carefully selected items in decoration. Excellent food, very tasty risotto, delicious roasted pig thigh, very tasty salads. Very friendly personnel, fast service, centrally located.",positive,5,15-Nov-16,Best food in town,
Nice place with a good atmosphere. Food is good and different than traditional Grec cuisine. I recomand.,positive,4,8-Nov-16,Cosi place and good good,
Nice dishes combined with a place full of colour and the staff very friendly. My friends chose this restaurant to eat altogether just before my bachelor! What an experience!,positive,5,7-Oct-16,My pre-bachelor party!!!,
"Good food, excellent enviroment ...just visit it and you will never regret. It will take you to some other space",positive,5,23-Aug-16,Picturesque corner,
"Food is amazing. I've visited this place many times and every time the food was fantastic. There are different plates to choose and a list of ""weekly""/""daily"" dishes to taste! Prices are decent for such great food! Totally recommended. Sometimes you can't find a place...More",positive,5,20-Aug-16,"Amazing and interesting food, fantastic environment!",
"I have been there many times and I absolutely adore this place. The food, the atmosphere, the staff...everything is great. They have a lovely garden which smells of jasmine!",positive,5,13-Aug-16,My favourite place to eat,
"The tastiest food in the city, with regular restaurant prices. Enjoy the amazing dishes and fantastic salads in a very agreeable environment, combined with excellent service.",positive,5,10-Jul-16,No reason to skip this if you visit Larisa!,
"Fair well lunch with my friends.
Nice environment and music
Quick service. Nice food and average prices. 
Has always fresh cooked and local cuisine made in a special way. 
Awesome",positive,5,27-Jun-16,Very nice experience ,
"This is an exceptional restaurant located in close proximity to the ancient theatre in the centre of Larissa. I could not fault it in any way. The food, service, ambiance and decor are all outstanding. I have spent two weeks in Larissa and Akamatra is...More",positive,5,21-May-16,Exceptional: You must visit,
"Love this restaurant so much we had to go two nights in a row. The food is delicious especially  liked the hot fava  dip and the curry marinated chicken kebabs were unbelievably tender, equally great  though was the decor, lighting and the no smoking rule.",positive,5,19-May-16,Had to go again,
"One of the best restaurant in the most interesting area of the city of Larissa.Delicious food,cosy place ,friendly people.",positive,4,15-Mar-16,One of the best in the city,
"What an exceptional place in a rather unimaginative city !!! The place has successfully combined traditional elements with south American influences, and creates a relaxing and rather exotic atmosphere with soft dim lighting and great background music. Probably the most interesting restaurant in Larisa. The...More",positive,5,6-Mar-16,Must go.,
Warm place with good food! Akamatra salad very tasty! They have also a small garden when the weather is good. No smoking inside (Thanks!!),positive,4,14-Feb-16,Excellent food served in a great admosphere!,
